4.066693154576634522e-02,8.513610603577123626e-03,-7.621115835550159635e-05,1.033280491828918457e+01
7.956458210215021365e-02,1.773201624927975978e-02,1.665241633833590071e-02,1.043577861785888672e+01
1.368536063420794091e-01,2.113154953053849108e-02,3.635363119273710142e-02,1.053852558135986328e+01
1.789244173351973166e-01,1.887784465309289700e-02,5.598660842557811462e-02,1.064255976676940918e+01
2.532093946693177999e-01,2.923393435379704336e-02,9.439312912218109086e-02,1.072578239440917969e+01
3.024201059066573549e-01,3.900108139804858709e-02,1.058037840897703141e-01,1.082868480682373047e+01
3.837096967902045574e-01,7.045893890146372185e-02,1.352961595620336965e-01,1.093244028091430664e+01
4.354210744174820680e-01,6.783824155664409938e-02,1.542310686693049993e-01,1.103526663780212402e+01
5.224222272963838787e-01,8.964576538781494908e-02,1.914594038682212729e-01,1.113979625701904297e+01
5.595194620496841686e-01,1.093411033384679709e-01,2.148296276246258185e-01,1.124396157264709473e+01
6.375996064266081786e-01,1.343594031818928503e-01,2.557049913186080770e-01,1.134718894958496094e+01
6.912086211676827796e-01,1.517031845004322421e-01,2.783040212689810167e-01,1.145016098022460938e+01
7.788711183346134215e-01,1.898871340125261320e-01,3.267526102367577234e-01,1.153448224067687988e+01
8.142446995190925074e-01,1.955966915556956731e-01,3.526674910773764382e-01,1.163793635368347168e+01
8.992311407712945126e-01,2.217213298411437328e-01,3.989676787259208157e-01,1.174310612678527832e+01
9.425219482571375318e-01,2.514202216324680217e-01,4.245949150158132568e-01,1.184835529327392578e+01
1.028169707739189143e+00,2.625861391976678783e-01,4.760994233229514649e-01,1.195238256454467773e+01
1.062886733307874199e+00,2.829123031755427231e-01,5.045217262002896774e-01,1.205501794815063477e+01
1.142882364800357875e+00,3.138790633162691912e-01,5.526357070681803263e-01,1.213797736167907715e+01
1.181705624722135806e+00,3.506786621098484935e-01,5.742431842877159243e-01,1.226328086853027344e+01
1.244287400420755585e+00,4.051634625715325733e-01,6.224778945906984662e-01,1.234693312644958496e+01
1.281220061963246559e+00,4.311884663202799617e-01,6.462980947453381697e-01,1.245073509216308594e+01
1.341887808957451522e+00,5.050898236077405734e-01,6.938289925840812611e-01,1.255372858047485352e+01
1.382448402661542453e+00,5.243477161381938645e-01,7.145847339586206548e-01,1.265725564956665039e+01
1.441518661554691771e+00,5.747524172234391715e-01,7.605415709931064860e-01,1.274073386192321777e+01
1.476644005208848087e+00,6.083911666942586338e-01,7.815937366300734768e-01,1.284445881843566895e+01
1.534309685341598062e+00,6.659405603764005921e-01,8.232621745330788166e-01,1.294960761070251465e+01
1.560787454556966436e+00,7.004885305663723916e-01,8.427493250652293710e-01,1.305459356307983398e+01
1.613635867262966039e+00,7.806229520309949654e-01,8.813540466634915971e-01,1.315918326377868652e+01
1.640077578275578984e+00,8.163153006445514892e-01,8.999509191625607585e-01,1.326219272613525391e+01
1.684547423259746601e+00,8.806776924777259818e-01,9.337348437374034527e-01,1.336603450775146484e+01
1.714309628093670046e+00,9.099207570166528702e-01,9.480248779396850400e-01,1.345093107223510742e+01
1.765399776415628841e+00,9.833220367834126785e-01,9.790574097016465638e-01,1.355425262451171875e+01
1.786444394096725174e+00,1.023597081063239544e+00,9.941241456438111301e-01,1.365917897224426270e+01
1.832262178913462103e+00,1.087853337476391014e+00,1.024265002011457648e+00,1.376311683654785156e+01
