7.504020347085423037e-02,-2.010005488268575349e-02,-7.338000734354033217e-02,1.180635428428649902e+01
1.111595367852108440e-01,-2.223678271426082764e-02,-9.155103661170653495e-02,1.190941286087036133e+01
1.806011083331147127e-01,-3.603959444722130978e-02,-1.182991476193236136e-01,1.201224207878112793e+01
2.202159091498229471e-01,-3.460518483810364615e-02,-1.264110590048132809e-01,1.209573030471801758e+01
3.069416850061213453e-01,-6.182300664987965683e-02,-1.301646448767206088e-01,1.219937252998352051e+01
3.428035944925897360e-01,-8.846502848886646231e-02,-1.127557173745686592e-01,1.230311775207519531e+01
4.387380257148051910e-01,-9.875592868320513806e-02,-7.932779838510220505e-02,1.240857386589050293e+01
4.838254370836713725e-01,-1.171383166865828385e-01,-6.166585375063592805e-02,1.251218509674072266e+01
5.785524572466633764e-01,-1.373286288099012931e-01,-1.634575768824013051e-02,1.261618304252624512e+01
6.183625955989262568e-01,-1.251494563424581097e-01,1.107172795543184644e-02,1.272101688385009766e+01
7.091301967637773096e-01,-1.162331370966996208e-01,7.125670902118774741e-02,1.280401968955993652e+01
7.550334723602545317e-01,-1.109939287502434979e-01,1.066574169802099598e-01,1.290770626068115234e+01
8.458045215499715441e-01,-9.529718903420789089e-02,1.761565048491005037e-01,1.301122140884399414e+01
9.211217691750118730e-01,-6.577049899720233128e-02,2.391071471533715576e-01,1.311540842056274414e+01
9.787338687830278161e-01,-5.787709122109441218e-02,2.840992946120676765e-01,1.322010111808776855e+01
1.056859406004152513e+00,-2.183719187657049560e-02,3.533904974778152575e-01,1.332348561286926270e+01
1.097539930470833092e+00,1.190303254371005573e-03,3.926245370860409478e-01,1.340792274475097656e+01
1.174288986732488382e+00,4.548536700891268880e-02,4.636616225123803003e-01,1.351148772239685059e+01
1.204738579969946377e+00,6.326705313499628169e-02,5.006754827258875773e-01,1.361477184295654297e+01
1.253256867480953884e+00,8.079364484330150975e-02,5.372946648642449308e-01,1.371895170211791992e+01
1.325930129686492931e+00,1.310457371309826924e-01,6.074360254509764134e-01,1.380650496482849121e+01
1.388545990771669958e+00,1.885340857151986960e-01,6.795694351382419729e-01,1.391003942489624023e+01
1.418045443417328855e+00,2.124526134417715484e-01,7.144481505741090421e-01,1.401455426216125488e+01
1.470219112224156577e+00,2.678890287853685770e-01,7.673572646484378978e-01,1.411951494216918945e+01
1.499579881375100676e+00,2.865323751166690136e-01,7.956009423675436398e-01,1.422445344924926758e+01
1.556721762931525310e+00,3.630046138469602557e-01,8.530408360669341494e-01,1.430896329879760742e+01
1.583091590665345327e+00,3.971765248605453880e-01,8.815013603236193651e-01,1.441332840919494629e+01
1.632116035966692857e+00,4.637139078434536765e-01,9.326575769805413030e-01,1.451768851280212402e+01
1.654078698188560459e+00,4.916192649433255846e-01,9.564156423834768717e-01,1.462328147888183594e+01
1.700794744761948918e+00,5.712364614518032901e-01,1.000879135429187272e+00,1.472776293754577637e+01
1.721763472513182291e+00,6.128066930998931072e-01,1.020893974494174516e+00,1.483122229576110840e+01
1.759192430323295087e+00,6.813454584326975594e-01,1.061266492173127629e+00,1.493506455421447754e+01
1.780973028718972229e+00,7.183363979769952223e-01,1.084681430923874590e+00,1.501997828483581543e+01
1.819163567039019824e+00,7.860505978644287683e-01,1.131463618411448158e+00,1.512590122222900391e+01
1.842169509302284958e+00,8.301072374743668769e-01,1.154867960213379563e+00,1.523140263557434082e+01
1.875134396934458048e+00,9.081058986511920672e-01,1.204761056598605551e+00,1.533786916732788086e+01
1.893080252103563232e+00,9.408163776376509135e-01,1.228171920623219560e+00,1.542255163192749023e+01
1.920165966162155957e+00,1.014434343128488347e+00,1.275621448476576880e+00,1.552834105491638184e+01
1.938622941382492471e+00,1.060965014221984859e+00,1.301593486879330408e+00,1.563353204727172852e+01
1.955745639702586081e+00,1.139268272715794339e+00,1.347421268602524425e+00,1.573874998092651367e+01
1.958944629451816466e+00,1.178908040702066229e+00,1.366951464991156051e+00,1.582469344139099121e+01
1.971958174933348129e+00,1.246671330710568348e+00,1.401979398127051635e+00,1.593133282661437988e+01
1.977201686174048234e+00,1.290910688339698353e+00,1.419145412079144686e+00,1.603630185127258301e+01
1.993607560591055705e+00,1.369629318213295255e+00,1.451781773220299776e+00,1.614156556129455566e+01
2.003058179373471415e+00,1.417906313867021595e+00,1.464716587141769333e+00,1.624642348289489746e+01
2.015054630507762123e+00,1.484034855634809746e+00,1.490032247772726581e+00,1.633163952827453613e+01
2.014321986390135155e+00,1.529225455302693160e+00,1.499612197953850368e+00,1.643686676025390625e+01
2.014621562174574887e+00,1.586311065859428826e+00,1.518293651341590111e+00,1.654168295860290527e+01
2.015079543058402312e+00,1.609000717208545872e+00,1.526481241857697402e+00,1.664724731445312500e+01
