5.383432059711714540e-02,-1.221823591787801928e-02,5.452995570516193380e-02,1.292542505264282227e+01
1.106351835063356936e-01,1.855881884449829761e-03,6.745802146650124731e-02,1.302880859375000000e+01
2.113931084521117054e-01,-5.337622083537826162e-03,9.112493820478202722e-02,1.313493347167968750e+01
2.766475295748886398e-01,1.792687399424244127e-02,1.101840244696109944e-01,1.321858453750610352e+01
3.776043799131259537e-01,4.049874251897358363e-02,1.277273270399700844e-01,1.332371783256530762e+01
4.361165433921080359e-01,3.239228114180119772e-02,1.430185310596607251e-01,1.342681574821472168e+01
5.335927769196876502e-01,5.977747715974222192e-02,1.702543428015393934e-01,1.353043413162231445e+01
5.831166381811402344e-01,7.118533455127543097e-02,1.901946400544254068e-01,1.363398432731628418e+01
6.743064204578573806e-01,7.431718071845756779e-02,2.286530352835379754e-01,1.373975038528442383e+01
7.207384454251567485e-01,9.215505275787981565e-02,2.500846752145464702e-01,1.384292531013488770e+01
8.076410956413979658e-01,1.259947705183529221e-01,2.975525742618926328e-01,1.392612051963806152e+01
8.504637357506705797e-01,1.337338723788089878e-01,3.185994988873516176e-01,1.404909205436706543e+01
9.298524937773183785e-01,1.965689825594593709e-01,3.632402220718463082e-01,1.413333988189697266e+01
9.765105940339513513e-01,2.268828263020436498e-01,3.871722156168344586e-01,1.423708891868591309e+01
1.053772714981465075e+00,2.744197392860240892e-01,4.291912778673250828e-01,1.434370827674865723e+01
1.083421704082917714e+00,3.289849832680299402e-01,4.485841862341126141e-01,1.442818117141723633e+01
1.158583569762714260e+00,3.620528536431349975e-01,4.885575717532913975e-01,1.453242087364196777e+01
1.196897313018833398e+00,3.837917161809081268e-01,4.989831540957438416e-01,1.463566637039184570e+01
1.276607460278867734e+00,4.168158720801037886e-01,5.190077975276992106e-01,1.473895382881164551e+01
1.312538160768589091e+00,4.575004339272523701e-01,5.298201591604740912e-01,1.484375023841857910e+01
1.386394170907625290e+00,5.232030736961700290e-01,5.462905605812899967e-01,1.494798302650451660e+01
1.428427132419403778e+00,5.301787766726275830e-01,5.674676005130416812e-01,1.503188657760620117e+01
1.477585389560249762e+00,5.449797927299849798e-01,6.009561721192471229e-01,1.513631224632263184e+01
1.511374080291922217e+00,5.703617265395821700e-01,6.242492758895898941e-01,1.523922467231750488e+01
1.576129905099966200e+00,6.094282675247918446e-01,6.716575493444321143e-01,1.534421277046203613e+01
1.616081314822009229e+00,6.014480923432345971e-01,7.043138664787890191e-01,1.544975495338439941e+01
1.675172024467918686e+00,6.375313209973439976e-01,7.637370607100845143e-01,1.555357027053833008e+01
1.709470301813586834e+00,6.623328157956520634e-01,7.994406170627726960e-01,1.565885400772094727e+01
1.761998865291947158e+00,7.194471982517397501e-01,8.573968203357528184e-01,1.574307680130004883e+01
1.806255323786622347e+00,7.486199673285591771e-01,9.029395679661100793e-01,1.584637689590454102e+01
1.839076434582995967e+00,8.037257274759749270e-01,9.465141667111865997e-01,1.595069265365600586e+01
1.881296700444920367e+00,8.696027882555281696e-01,1.003222079911763487e+00,1.605575418472290039e+01
