# v_mps,ax_max_mps2,ay_max_mps2
0.0,3.0,3.0
4.0,3.0,3.0
8.0,3.0,3.0
12.0,3.0,3.0
16.0,3.0,3.0
20.0,3.0,3.0
24.0,3.0,3.0
28.0,3.0,3.0
32.0,3.0,3.0
36.0,3.0,3.0
40.0,3.0,3.0
44.0,3.0,3.0
48.0,3.0,3.0
52.0,3.0,3.0
56.0,3.0,3.0
60.0,3.0,3.0
66.0,3.0,3.0
72.0,3.0,3.0
