# # x_m,y_m,w_tr_right_m,w_tr_left_m
-1.812025460730502573e+02,-3.525562601996219314e+01,6.000000000000000000e+00,6.000000000000000000e+00
-1.811975383343582280e+02,-3.635461739440100359e+01,6.000000000000000000e+00,6.000000000000000000e+00
-1.811924776696246226e+02,-3.745273008870131548e+01,6.000000000000000000e+00,6.000000000000000000e+00
-1.811873645406066089e+02,-3.854993092815999489e+01,6.000000000000000000e+00,6.000000000000000000e+00
-1.811821994090615249e+02,-3.964618673807382265e+01,6.000000000000000000e+00,6.000000000000000000e+00
-1.811769827367465950e+02,-4.074146434373989223e+01,6.000000000000000000e+00,6.000000000000000000e+00
-1.811717149854191007e+02,-4.183573057045492760e+01,6.000000000000000000e+00,6.000000000000000000e+00
-1.811663966168362663e+02,-4.292895224351588013e+01,6.000000000000000000e+00,6.000000000000000000e+00
-1.811610280927554584e+02,-4.402109618821955905e+01,6.000000000000000000e+00,6.000000000000000000e+00
-1.811556098749338446e+02,-4.511212922986288731e+01,6.000000000000000000e+00,6.000000000000000000e+00
-1.811501424251287631e+02,-4.620201819374281627e+01,6.000000000000000000e+00,6.000000000000000000e+00
-1.811446262050974383e+02,-4.729072990515601305e+01,6.000000000000000000e+00,6.000000000000000000e+00
-1.811390616765971231e+02,-4.837823118939959954e+01,6.000000000000000000e+00,6.000000000000000000e+00
-1.811334493013850988e+02,-4.946448887177041343e+01,6.000000000000000000e+00,6.000000000000000000e+00
-1.811277895412186467e+02,-5.054946977756520710e+01,6.000000000000000000e+00,6.000000000000000000e+00
-1.811220828578550481e+02,-5.163314073208093191e+01,6.000000000000000000e+00,6.000000000000000000e+00
-1.811163297130515275e+02,-5.271546856061459607e+01,6.000000000000000000e+00,6.000000000000000000e+00
-1.811105305685653377e+02,-5.379642008846286672e+01,6.000000000000000000e+00,6.000000000000000000e+00
-1.811046858861538169e+02,-5.487596214092278046e+01,6.000000000000000000e+00,6.000000000000000000e+00
-1.810987961275741895e+02,-5.595406154329111814e+01,6.000000000000000000e+00,6.000000000000000000e+00
-1.810928617545836801e+02,-5.703068512086480268e+01,6.000000000000000000e+00,6.000000000000000000e+00
-1.810868832289396266e+02,-5.810579969894078545e+01,6.000000000000000000e+00,6.000000000000000000e+00
-1.810808610123992537e+02,-5.917937210281579041e+01,6.000000000000000000e+00,6.000000000000000000e+00
-1.810747955667198710e+02,-6.025136915778688262e+01,6.000000000000000000e+00,6.000000000000000000e+00
-1.810686873536586745e+02,-6.132175768915081449e+01,6.000000000000000000e+00,6.000000000000000000e+00
-1.810625368349729740e+02,-6.239050452220448051e+01,6.000000000000000000e+00,6.000000000000000000e+00
-1.810563444724200508e+02,-6.345757648224486047e+01,6.000000000000000000e+00,6.000000000000000000e+00
-1.810501107277571293e+02,-6.452294039456873520e+01,6.000000000000000000e+00,6.000000000000000000e+00
-1.810438360627414909e+02,-6.558656308447302763e+01,6.000000000000000000e+00,6.000000000000000000e+00
-1.810375209391304168e+02,-6.664841137725460385e+01,6.000000000000000000e+00,6.000000000000000000e+00
-1.810311658186811883e+02,-6.770845209821035837e+01,6.000000000000000000e+00,6.000000000000000000e+00
-1.810247711631510015e+02,-6.876665207263710045e+01,6.000000000000000000e+00,6.000000000000000000e+00
-1.810183374342971945e+02,-6.982297812583186669e+01,6.000000000000000000e+00,6.000000000000000000e+00
-1.810118650938770202e+02,-7.087739708309140951e+01,6.000000000000000000e+00,6.000000000000000000e+00
-1.810053546036477030e+02,-7.192987576971265185e+01,6.000000000000000000e+00,6.000000000000000000e+00
-1.809988064253665527e+02,-7.298038101099248820e+01,6.000000000000000000e+00,6.000000000000000000e+00
-1.809922210207907938e+02,-7.402887963222772783e+01,6.000000000000000000e+00,6.000000000000000000e+00
-1.809855988516777643e+02,-7.507533845871540734e+01,6.000000000000000000e+00,6.000000000000000000e+00
-1.809789403797846603e+02,-7.611972431575227915e+01,6.000000000000000000e+00,6.000000000000000000e+00
-1.809722460668687631e+02,-7.716200402863523777e+01,6.000000000000000000e+00,6.000000000000000000e+00
-1.809655163746873541e+02,-7.820214442266120614e+01,6.000000000000000000e+00,6.000000000000000000e+00
-1.809587517649977144e+02,-7.924011232312707875e+01,6.000000000000000000e+00,6.000000000000000000e+00
-1.809519526995570402e+02,-8.027587455532960803e+01,6.000000000000000000e+00,6.000000000000000000e+00
-1.809451196401226980e+02,-8.130939794456588743e+01,6.000000000000000000e+00,6.000000000000000000e+00
-1.809382530484518838e+02,-8.234064931613258409e+01,6.000000000000000000e+00,6.000000000000000000e+00
-1.809313533863018506e+02,-8.336959549532676306e+01,6.000000000000000000e+00,6.000000000000000000e+00
-1.809244211154299364e+02,-8.439620330744520516e+01,6.000000000000000000e+00,6.000000000000000000e+00
-1.809174566975933658e+02,-8.542043957778477647e+01,6.000000000000000000e+00,6.000000000000000000e+00
-1.809104605945493915e+02,-8.644227113164245679e+01,6.000000000000000000e+00,6.000000000000000000e+00
-1.809034332680552950e+02,-8.746166479431502694e+01,6.000000000000000000e+00,6.000000000000000000e+00
-1.808963751798683575e+02,-8.847858739109940984e+01,6.000000000000000000e+00,6.000000000000000000e+00
-1.808892867917458034e+02,-8.949300574729244317e+01,6.000000000000000000e+00,6.000000000000000000e+00
-1.808821685654449425e+02,-9.050488668819116356e+01,6.000000000000000000e+00,6.000000000000000000e+00
-1.808750209627230277e+02,-9.151419703909223813e+01,6.000000000000000000e+00,6.000000000000000000e+00
-1.808678444453373118e+02,-9.252090362529273193e+01,6.000000000000000000e+00,6.000000000000000000e+00
-1.808606394750450761e+02,-9.352497327208939737e+01,6.000000000000000000e+00,6.000000000000000000e+00
-1.808534065136035736e+02,-9.452637280477910053e+01,6.000000000000000000e+00,6.000000000000000000e+00
-1.808454846290135833e+02,-9.561572442237161340e+01,6.000000000000000000e+00,6.000000000000000000e+00
-1.808375305816584842e+02,-9.670181583308055906e+01,6.000000000000000000e+00,6.000000000000000000e+00
-1.808295449710248022e+02,-9.778460396711849967e+01,6.000000000000000000e+00,6.000000000000000000e+00
-1.808215283965990352e+02,-9.886404575469808265e+01,6.000000000000000000e+00,6.000000000000000000e+00
-1.808134814578677378e+02,-9.994009812603201226e+01,6.000000000000000000e+00,6.000000000000000000e+00
-1.808054047543173510e+02,-1.010127180113329075e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.807972988854344862e+02,-1.020818623408133590e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.807891644507056412e+02,-1.031474880446859572e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.807810020496172854e+02,-1.042095520531634634e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.807728122816559448e+02,-1.052680112964583827e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.807645957463082027e+02,-1.063228227047834196e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.807563530430604999e+02,-1.073739432083511360e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.807480847713993910e+02,-1.084213297373742648e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.807397915308114023e+02,-1.094649392220653681e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.807314739207830314e+02,-1.105047285926370932e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.807231325408008047e+02,-1.115406547793020309e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.807147679903512767e+02,-1.125726747122728852e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.807063808689208884e+02,-1.136007453217622469e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.806979717759962227e+02,-1.146248235379827634e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.806895413110637492e+02,-1.156448662911469967e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.806810900736100507e+02,-1.166608305114676796e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.806726186631215967e+02,-1.176726731291574026e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.806641276790849133e+02,-1.186803510744288133e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.806556177209865268e+02,-1.196838212774944736e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.806463778833073377e+02,-1.207661157241412866e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.806371172432169487e+02,-1.218433666111556590e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.806278365629096641e+02,-1.229155191790915751e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.806185366045799299e+02,-1.239825186685028200e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.806092181304221072e+02,-1.250443103199434205e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.805998819026305000e+02,-1.261008393739672613e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.805905286833996115e+02,-1.271520510711282270e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.805811592349236889e+02,-1.281978906519802308e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.805717743193972069e+02,-1.292383033570771715e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.805623746990144980e+02,-1.302732344269729197e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.805529611359699231e+02,-1.313026291022214878e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.805435343924578717e+02,-1.323264326233766326e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.805340952306727331e+02,-1.333445902309924236e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.805246444128088683e+02,-1.343570471656226744e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.805151827010606382e+02,-1.353637486678213122e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.805057108576224323e+02,-1.363646399781421792e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.804954999543874976e+02,-1.374359623290623063e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.804852791367176792e+02,-1.385004143313738325e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.804750493565753686e+02,-1.395579275918495910e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.804648115659229575e+02,-1.406084337172623577e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.804545667167228373e+02,-1.416518643143850227e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.804443157609373998e+02,-1.426881509899903904e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.804340596505290364e+02,-1.437172253508513791e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.804237993374601103e+02,-1.447390190037406796e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.804135357736930132e+02,-1.457534635554312672e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.804032699111901934e+02,-1.467604906126958895e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.803922693034401732e+02,-1.478311393233173590e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.803812683205214000e+02,-1.488931104197810669e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.803702681333059559e+02,-1.499463197814085618e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.803592699126659795e+02,-1.509906832875213354e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.803482748294735245e+02,-1.520261168174409647e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.803372840546007296e+02,-1.530525362504889699e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.803262987589197337e+02,-1.540698574659869848e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.803153201133025902e+02,-1.550779963432564443e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.803036182070661937e+02,-1.561431287216446151e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.802919266203220445e+02,-1.571976158376619424e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.802802467740752093e+02,-1.582413555999605137e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.802685800893307828e+02,-1.592742459171925589e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.802569279870938317e+02,-1.602961846980102223e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.802452918883694224e+02,-1.613070698510656484e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.802329476580106586e+02,-1.623689096394422222e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.802206248027416393e+02,-1.634180332120089929e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.802083250270051735e+02,-1.644543181139827368e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.801960500352442125e+02,-1.654776418905804292e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.801838015319015369e+02,-1.664878820870187610e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.801708632940325003e+02,-1.675431514391463281e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.801579586866519946e+02,-1.685834700490066496e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.801450897330270209e+02,-1.696086925560674104e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.801322584564245517e+02,-1.706186735997961819e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.801187574416828454e+02,-1.716680689768873265e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.801053030404647473e+02,-1.727001494346777122e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.800918976323293066e+02,-1.737147440150240811e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.800778422210273106e+02,-1.747636598181791214e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.800638465077205410e+02,-1.757928118634088719e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.800499132678095577e+02,-1.768020007535495779e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.800353536397037715e+02,-1.778399455646486729e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.800208691612690188e+02,-1.788554303347473819e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.800057790491794947e+02,-1.798949302216383046e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.799907786344844283e+02,-1.809092613544853805e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.799751962981327438e+02,-1.819424995750914604e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.799597202573605728e+02,-1.829476356403608861e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.799436892391526612e+02,-1.839661837991699826e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.799271233935929786e+02,-1.849939109178027650e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.799100447728102097e+02,-1.860263311502451984e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.798924774610748614e+02,-1.870586965914426969e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.798744477101000143e+02,-1.880859875566889343e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.798559840795458058e+02,-1.891029024871439219e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.798371175827281832e+02,-1.901038474814832853e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.798172658379474456e+02,-1.911135657243204946e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.797964940467156509e+02,-1.921199449499992227e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.797742805173081422e+02,-1.931362110152224716e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.797507441612447678e+02,-1.941409380250480012e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.797208716387033860e+02,-1.951491276609280021e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.796624604559140153e+02,-1.961497259743838981e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.795737225495689131e+02,-1.971497191128742656e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.794566041299796382e+02,-1.981482090994282430e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.793129777685167028e+02,-1.991443377310509391e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.791446442703499997e+02,-2.001372854930986875e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.789533345231792509e+02,-2.011262704875727252e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.787407113219551320e+02,-2.021105473753309525e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.785083711695912712e+02,-2.030894063322181466e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.782578460536661282e+02,-2.040621720191142572e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.779906051991157767e+02,-2.050282025659012106e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.777038858896091256e+02,-2.060006275668750959e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.774026942145475516e+02,-2.069652928450218212e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.770883551701903684e+02,-2.079216343105553904e+02,6.000000000000000000e+00,6.000000000000000000e+00
