# # x_m,y_m,w_tr_right_m,w_tr_left_m
-1.767621364451106274e+02,-2.088691181804620101e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.764201081240380802e+02,-2.098212747752203597e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.760681368963896887e+02,-2.107637152689391655e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.757017876492068922e+02,-2.117101297531396824e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.753273169212905032e+02,-2.126460326122503375e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.749457875371351179e+02,-2.135710000794331052e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.745520647201018960e+02,-2.144989316033885416e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.741465880439213834e+02,-2.154295723638819311e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.737362927424897521e+02,-2.163482949173732948e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.733154482057980204e+02,-2.172691537082828859e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.728912837684098349e+02,-2.181774741799619619e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.724577040035418918e+02,-2.190873969410221775e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.720151091445765701e+02,-2.199986899767700379e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.715711267030968656e+02,-2.208966305441732061e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.711191821935756252e+02,-2.217954523823030115e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.706596570915816926e+02,-2.226949343503424075e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.701929328726836843e+02,-2.235948553074742904e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.697270808769870882e+02,-2.244804751768669462e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.692549927034797861e+02,-2.253660953117300210e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.687770316653522400e+02,-2.262515050999498953e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.682935610757949689e+02,-2.271364939294130068e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.678049442479985487e+02,-2.280208511880057927e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.673115444951533846e+02,-2.289043662636146621e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.668137251304500239e+02,-2.297868285441260525e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.663118494670789573e+02,-2.306680274174263729e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.658062808182306753e+02,-2.315477522714020893e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.652973824970956969e+02,-2.324257924939395821e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.647855178168645125e+02,-2.333019374729253173e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.642710500907276128e+02,-2.341759765962456754e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.637543426318755451e+02,-2.350476992517871224e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.632357587534987715e+02,-2.359168948274360673e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.627156617687877542e+02,-2.367833527110789760e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.621944149909330690e+02,-2.376468622906022290e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.616723817331252349e+02,-2.385072129538922354e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.611499253085546570e+02,-2.393641940888354895e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.606274090304119113e+02,-2.402175950833183435e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.600966399085645833e+02,-2.410811006015236728e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.595665657529532382e+02,-2.419404689206226919e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.590375680391466062e+02,-2.427954788997982973e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.585100282427133607e+02,-2.436459093982334139e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.579758659743557132e+02,-2.445051379097048141e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.574440031460888463e+02,-2.453591776773041886e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.569148399912950538e+02,-2.462077966863379572e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.563804536943457038e+02,-2.470640965061840006e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.558496860912578086e+02,-2.479143194361100484e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.553147609117316392e+02,-2.487713567738385336e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.547844407785086673e+02,-2.496216201150632514e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.542511258118556725e+02,-2.504777712416727411e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.537155232148372477e+02,-2.513392078381741328e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.531862360888719081e+02,-2.521926224395895417e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.526560014122053417e+02,-2.530502853149298517e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.521256426205664809e+02,-2.539115209399843422e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.515960330859831799e+02,-2.547756219281362178e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.510754662582607466e+02,-2.556297206727733169e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.505572636717593582e+02,-2.564854765651799653e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.500353553475378305e+02,-2.573539184175738797e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.495182009507039993e+02,-2.582220725538867327e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.490069481541114840e+02,-2.590890580036827373e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.485028048573802266e+02,-2.599539559687514156e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.480007050980630368e+02,-2.608269043071929900e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.475026309473576589e+02,-2.617062993676361202e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.470104962124977419e+02,-2.625928744093030787e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.465328658182094728e+02,-2.634826015656378217e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.460710733956974821e+02,-2.643730412650334642e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.456173117478592758e+02,-2.652782721025816954e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.451790297344460612e+02,-2.661824720746205912e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.447486827554359365e+02,-2.671002482610365405e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.443334457859805866e+02,-2.680153530601303373e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.439260384065861160e+02,-2.689428879614515040e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.435333609945994624e+02,-2.698662101178765056e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.431483985995051853e+02,-2.708008826153574091e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.427777765678877699e+02,-2.717298965151822472e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.424147464165794474e+02,-2.726692449272841827e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.420593800987322481e+02,-2.736186200673942608e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.417178890025282101e+02,-2.745605040277366129e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.413839280485546794e+02,-2.755114713373279187e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.410575654037535287e+02,-2.764712304076583678e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.407445948808757521e+02,-2.774218107867100116e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.404390791034738868e+02,-2.783803090796852189e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.401410825874869488e+02,-2.793464493154759225e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.398506698488537836e+02,-2.803199555229741122e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.395730718887837725e+02,-2.812823297660829098e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.393029025724408427e+02,-2.822512729270413274e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.390402228975099774e+02,-2.832265240843010474e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.387850938616758754e+02,-2.842078223163140365e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.385375764626235195e+02,-2.851949067015320907e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.383021856804897993e+02,-2.861687382885944544e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.380742383406146132e+02,-2.871476421456661683e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.378537920527193137e+02,-2.881313718434327598e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.376409044265249690e+02,-2.891196809525798699e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.374356330717529318e+02,-2.901123230437930829e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.372380355981244406e+02,-2.911090516877579262e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.370481696153606777e+02,-2.921096204551600977e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.368695203980719270e+02,-2.930944397442801801e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.366984179307518161e+02,-2.940824833536560163e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.365349165629901904e+02,-2.950735187993963109e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.363790706443769238e+02,-2.960673135976097683e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.362309345245018619e+02,-2.970636352644050930e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.360905625529548502e+02,-2.980622513158910465e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.359580090793257909e+02,-2.990629292681762195e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.358333284532045298e+02,-3.000654366373694870e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.357165750241809121e+02,-3.010695409395794400e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.356078031418448120e+02,-3.020750096909148397e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.355070671557861033e+02,-3.030816104074843906e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.354144214155946884e+02,-3.040891106053968542e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.353299202708603843e+02,-3.050972778007608781e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.352536180711730651e+02,-3.061058795096851668e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.351855691661226047e+02,-3.071146832482784816e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.351258279052988200e+02,-3.081234565326495272e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.350744486382916136e+02,-3.091319668789070079e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.350314857146908594e+02,-3.101399818031596283e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.349969934840863743e+02,-3.111472688215160929e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.349710262960680893e+02,-3.121535954500851631e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.349536385002258214e+02,-3.131587292049755433e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.349448844461494446e+02,-3.141624376022958813e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.349448184834288327e+02,-3.151644881581549953e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.349534949616538597e+02,-3.161646483886614760e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.349713991433540627e+02,-3.171822323867085629e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.349985060795690117e+02,-3.181973630826248041e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.350348733800199454e+02,-3.192097940470958974e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.350805586544281311e+02,-3.202192788508073136e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.351356195125147508e+02,-3.212255710644448072e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.352001135640010716e+02,-3.222284242586937921e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.352740984186083608e+02,-3.232275920042399662e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.353593320523320926e+02,-3.242419268639649204e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.354545458744483710e+02,-3.252519162439500064e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.355598008826420084e+02,-3.262572992226470205e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.356751580745978458e+02,-3.272578148785079293e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.358006784480007241e+02,-3.282532022899844151e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.359390828874836075e+02,-3.292618262595008787e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.360881654799109128e+02,-3.302645798086891773e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.362479907412216846e+02,-3.312611869664413007e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.364186231873548252e+02,-3.322513717616491817e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.366001273342492937e+02,-3.332348582232046965e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.367962349541326148e+02,-3.342293864145569842e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.370037557531383072e+02,-3.352163880133184648e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.372227578982084424e+02,-3.361955714309793279e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.374576087336652108e+02,-3.371842240822120971e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.377045048355923313e+02,-3.381641615979368680e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.379635181571418343e+02,-3.391350761938847995e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.382396747683096407e+02,-3.401137445477661458e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.385285356437321980e+02,-3.410824214139184960e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.388301766604371323e+02,-3.420407822234409991e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.391503063933132296e+02,-3.430050321526787229e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.394838271308036326e+02,-3.439579228731359422e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.398308188139353661e+02,-3.448991124318911261e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.401976969384120366e+02,-3.458441710159838181e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.405786813973261644e+02,-3.467764076787935892e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.409738563382862822e+02,-3.476954624734741515e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.413903692414979218e+02,-3.486162043389615519e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.418217332600721647e+02,-3.495225628934990141e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.422756023628825233e+02,-3.504288922987532828e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.427450062156828494e+02,-3.513195658624715065e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.432343609768892065e+02,-3.522046059449115774e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.437260986219678216e+02,-3.530824081640267877e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.442182192082468362e+02,-3.539579651555363853e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.447106736270706051e+02,-3.548313480512458682e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.452034127697835402e+02,-3.557026279829603936e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.457050380159670624e+02,-3.565871083403549164e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.462068554781725993e+02,-3.574695598894799105e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.467088134174682921e+02,-3.583500575719843937e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.472108600949221113e+02,-3.592286763295174978e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.477129437716021414e+02,-3.601054911037282409e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.482150127085764950e+02,-3.609805768362656408e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.487170151669132565e+02,-3.618540084687787157e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.492188994076803965e+02,-3.627258609429165972e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.497206136919460846e+02,-3.635962092003281896e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.502221062807783483e+02,-3.644651281826626246e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.507233254352452718e+02,-3.653326928315689770e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.512242194164148827e+02,-3.661989780886961512e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.517333624796428921e+02,-3.670789639617114517e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.522420610601361091e+02,-3.679577823789504691e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.527502606964051495e+02,-3.688355122255712786e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.532579069269607999e+02,-3.697122323867316709e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.537649452903137330e+02,-3.705880217475896075e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.542713213249745650e+02,-3.714629591933031634e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.547769805694540537e+02,-3.723371236090301863e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.552818685622629005e+02,-3.732105938799286378e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.557859308419118065e+02,-3.740834488911564790e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.562891129469114162e+02,-3.749557675278716715e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.567913604157724876e+02,-3.758276286752322335e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.572926187870056651e+02,-3.766991112183959558e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.577928335991216500e+02,-3.775702940425209704e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.582919503906311434e+02,-3.784412560327651249e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.587899147000449034e+02,-3.793120760742863240e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.592866720658735176e+02,-3.801828330522426995e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.597821680266276871e+02,-3.810536058517920992e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.602763481208182270e+02,-3.819244733580923707e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.607691578869557247e+02,-3.827955144563016461e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.612605428635508531e+02,-3.836668080315778298e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.617587390119287534e+02,-3.845532095859281867e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.622553480623034261e+02,-3.854400367949494921e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.627503127367560296e+02,-3.863273726232785066e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.632435757573677506e+02,-3.872153000355518770e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.637350798462197758e+02,-3.881039019964063073e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.642247677253932636e+02,-3.889932614704783873e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.647125821169693722e+02,-3.898834614224049346e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.651984657430293169e+02,-3.907745848168225962e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.656823613256542558e+02,-3.916667146183680188e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.661642115869254042e+02,-3.925599337916778495e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.666439592489238635e+02,-3.934543253013888489e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.671215470337309057e+02,-3.943499721121377206e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.675969176634276323e+02,-3.952469571885610549e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.680700138600952300e+02,-3.961453634952956122e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.685407783458149140e+02,-3.970452739969780396e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.690091538426678426e+02,-3.979467716582450407e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.694750830727351740e+02,-3.988499394437333194e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.699385087580980951e+02,-3.997548603180795226e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.703917138346104139e+02,-4.006464891355621489e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.708423882764247423e+02,-4.015399721999291387e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.712904776220516965e+02,-4.024353883963382827e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.717359274100019775e+02,-4.033328166099475993e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.721786831787862866e+02,-4.042323357259151635e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.726186904669153819e+02,-4.051340246293987093e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.730558948128998509e+02,-4.060379622055563686e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.734902417552505085e+02,-4.069442273395459893e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.739216768324779423e+02,-4.078528989165255325e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.743501455830928819e+02,-4.087640558216530735e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.747755935456060570e+02,-4.096777769400863463e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.751979662585281119e+02,-4.105941411569835395e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.756172092603697763e+02,-4.115132273575023873e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.760332680896417514e+02,-4.124351144268010216e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.764460882848546817e+02,-4.133598812500372901e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.768556153845192966e+02,-4.142876067123692110e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.772617949271462976e+02,-4.152183696989546320e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.776645724512463573e+02,-4.161522490949516282e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.780571544376796851e+02,-4.170734141094266079e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.784463443810229251e+02,-4.179977419629743167e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.788320905423440763e+02,-4.189253075972437728e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.792143411827112800e+02,-4.198561859538839371e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.795930445631925636e+02,-4.207904519745439416e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.799681489448560114e+02,-4.217281806008727472e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.803396025887697078e+02,-4.226694467745194856e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.807073537560016803e+02,-4.236143254371331750e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.810713507076200415e+02,-4.245628915303627764e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.814253640490565260e+02,-4.254987682448988835e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.817756524357260446e+02,-4.264383498449528815e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.821221667589728952e+02,-4.273817074623301551e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.824651113114284158e+02,-4.283312318231755285e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.827995236790908109e+02,-4.292945411020156143e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.831218310707435535e+02,-4.302632133616978649e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.834314248767548179e+02,-4.312293238312595349e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.837277544398726548e+02,-4.321855191687449746e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.840184276417305114e+02,-4.331523260083965283e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.843031700805090054e+02,-4.341262180444967953e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.845817262324790420e+02,-4.351038405403247111e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.848538585008060977e+02,-4.360820041070802517e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.851193462915311727e+02,-4.370576786605535062e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.853779851167292350e+02,-4.380279875555397098e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.856379939374640458e+02,-4.390226650161750968e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.858908689559584104e+02,-4.400081257256998697e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.861364403694641396e+02,-4.409818160917153591e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.863830735719992902e+02,-4.419759352210245993e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.866221682347427304e+02,-4.429548875560051329e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.868621717564267612e+02,-4.439523545271467810e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.870944272545284548e+02,-4.449314888445506426e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.873274552081480238e+02,-4.459273638272904918e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.875525492791109059e+02,-4.469019589438290723e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.877782947330457830e+02,-4.478916530904057254e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.880046597257273788e+02,-4.488962379972633698e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.882228729812981385e+02,-4.498760338247356003e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.884416012840897849e+02,-4.508692192889886314e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.886608163247020968e+02,-4.518756092389668311e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.888716944082609075e+02,-4.528539945035377627e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.890829699331063694e+02,-4.538442145771357445e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.892946178528928556e+02,-4.548461056499564847e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.895066131212748530e+02,-4.558595039121954642e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.897100780180361141e+02,-4.568413236468279592e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.899138168738886634e+02,-4.578334169979020771e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.901178076446423120e+02,-4.588356397905124595e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.903220282861066721e+02,-4.598478478497540323e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.905264567540914982e+02,-4.608698970007214939e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.907221711684522916e+02,-4.618565848618066525e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.909180362692897575e+02,-4.628520185849495192e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.911140327645402124e+02,-4.638560719948898736e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.913101413621400866e+02,-4.648686189163676090e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.915063427700256966e+02,-4.658895331741225618e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.917026176961333874e+02,-4.669186885928945685e+02,6.000000000000000000e+00,6.000000000000000000e+00
-1.918900218923060663e+02,-4.679086360778022140e+02,6.000000000000000000e+00,6.000000000000000000e+00
