7.504020347085423037e-02,-2.010005488268575349e-02,-7.338000734354033217e-02,1.221837782859802246e+01
1.111595367852108440e-01,-2.223678271426082764e-02,-9.155103661170653495e-02,1.232150268554687500e+01
1.806011083331147127e-01,-3.603959444722130978e-02,-1.182991476193236136e-01,1.242472457885742188e+01
2.202159091498229471e-01,-3.460518483810364615e-02,-1.264110590048132809e-01,1.252970719337463379e+01
3.069416850061213453e-01,-6.182300664987965683e-02,-1.301646448767206088e-01,1.263469457626342773e+01
3.428035944925897360e-01,-8.846502848886646231e-02,-1.127557173745686592e-01,1.273771214485168457e+01
4.387380257148051910e-01,-9.875592868320513806e-02,-7.932779838510220505e-02,1.282591152191162109e+01
4.838254370836713725e-01,-1.171383166865828385e-01,-6.166585375063592805e-02,1.293350458145141602e+01
5.785524572466633764e-01,-1.373286288099012931e-01,-1.634575768824013051e-02,1.303766655921936035e+01
6.183625955989262568e-01,-1.251494563424581097e-01,1.107172795543184644e-02,1.314064955711364746e+01
7.091301967637773096e-01,-1.162331370966996208e-01,7.125670902118774741e-02,1.322364759445190430e+01
7.550334723602545317e-01,-1.109939287502434979e-01,1.066574169802099598e-01,1.332747173309326172e+01
8.458045215499715441e-01,-9.529718903420789089e-02,1.761565048491005037e-01,1.343445897102355957e+01
9.211217691750118730e-01,-6.577049899720233128e-02,2.391071471533715576e-01,1.353777408599853516e+01
9.787338687830278161e-01,-5.787709122109441218e-02,2.840992946120676765e-01,1.364249563217163086e+01
1.056859406004152513e+00,-2.183719187657049560e-02,3.533904974778152575e-01,1.374613761901855469e+01
1.097539930470833092e+00,1.190303254371005573e-03,3.926245370860409478e-01,1.383188581466674805e+01
1.174288986732488382e+00,4.548536700891268880e-02,4.636616225123803003e-01,1.393585848808288574e+01
1.204738579969946377e+00,6.326705313499628169e-02,5.006754827258875773e-01,1.404198908805847168e+01
1.253256867480953884e+00,8.079364484330150975e-02,5.372946648642449308e-01,1.414564633369445801e+01
1.325930129686492931e+00,1.310457371309826924e-01,6.074360254509764134e-01,1.422904253005981445e+01
1.388545990771669958e+00,1.885340857151986960e-01,6.795694351382419729e-01,1.433248710632324219e+01
1.418045443417328855e+00,2.124526134417715484e-01,7.144481505741090421e-01,1.443589019775390625e+01
1.470219112224156577e+00,2.678890287853685770e-01,7.673572646484378978e-01,1.453924775123596191e+01
1.499579881375100676e+00,2.865323751166690136e-01,7.956009423675436398e-01,1.464249372482299805e+01
1.556721762931525310e+00,3.630046138469602557e-01,8.530408360669341494e-01,1.474584603309631348e+01
1.583091590665345327e+00,3.971765248605453880e-01,8.815013603236193651e-01,1.485006475448608398e+01
1.632116035966692857e+00,4.637139078434536765e-01,9.326575769805413030e-01,1.493534374237060547e+01
1.654078698188560459e+00,4.916192649433255846e-01,9.564156423834768717e-01,1.503846478462219238e+01
